Dutchess,4,GE101,HISTORY COUSRE,HIST,901L,HISTORY COURSE
Dutchess,CAD,103,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,CAD,104,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,CAD,206,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,CAD,271,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,CAD,272,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,CAD,273,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,CDC,103,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,CDC,104,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,CDC,203,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,CDC,204,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,CHC,101,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,CHC,102,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,CHC,103,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,CHC,104,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,CHC,201,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,CHC,202,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,CHC,203,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,CHC,204,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,CHC,206,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,CHC,901,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,CHE,101,INTRO CHEMISTRY,CHEM,101L,INTRO CHEMISTRY
Dutchess,CHE,107,CHEMISTRY COURSE,CHEM,901L,CHEMISTRY COURSE
Dutchess,CHE,111,INTRO CHEMISTRY,CHEM,101L,INTRO CHEMISTRY
Dutchess,CHE,111L,CHEMISTRY ELECT,CHEM,801L,CHEMISTRY ELECT
Dutchess,CHE,112,CHEMISTRY COURSE,CHEM,900L,CHEMISTRY COURSE
Dutchess,CHE,116,INTR ORGAN CHEM,CHEM,201L,INTR ORGAN CHEM
Dutchess,CHE,119,CHEMISTRY ELECT,CHEM,801L,CHEMISTRY ELECT
Dutchess,CHE,121,GEN CHEMISTRY I,CHEM,131L,GEN CHEM+LAB I
Dutchess,CHE,121L,GEN CHEM LAB I,CHEM,113L,GEN CHEM LAB I
Dutchess,CHE,121LAB,GEN CHEM LAB I,CHEM,113L,GEN CHEM LAB I
Dutchess,CHE,122,GENERAL CHEM. II,CHEM,132L,GEN CHEM II+LAB
Dutchess,CHE,122L,GEN CHEM LAB II,CHEM,114L,GEN CHEM LAB II
Dutchess,CHE,122LAB,GEN CHEM LAB II,CHEM,114L,GEN CHEM LAB II
Dutchess,CHE,231,ORGANIC CHEM I+LAB,CHEM,211L,ORGANIC CHEM I
Dutchess,CHE,231,ORGANIC CHEM I+LAB,CHEM,215L,Organic Chem I Lab
Dutchess,CHE,231LAB,ORG CHEM LAB,CHEM,213L,ORG CHEM LAB
Dutchess,CHE,232,ORG CHEMISTRY II,CHEM,212L,ORG CHEMISTRY II
Dutchess,CHE,232,ORG CHEMISTRY II,CHEM,216L,ORG CHEMISTRY LAB II
Dutchess,CHE,232L,ORG CHEM LAB,CHEM,216L,ORG CHEM LAB II
Dutchess,CHE,273,GENERAL CHEM. II,CHEM,112L,GENERAL CHEM. II
Dutchess,CHE,904,CHEMISTRY COURSE,CHEM,901L,CHEMISTRY COURSE
Dutchess,CHE,904L,CHEMISTRY ELECTIVE,CHEM,802L,CHEMISTRY ELECTIVE
Dutchess,CHEM,111,INTRO CHEMISTRY,CHEM,101L,INTRO CHEMISTRY
Dutchess,CHEM,116,"SELF,NATURE-HIST",INTD,213L,"SELF,NATURE-HIST"
Dutchess,CHEM,121,GEN CHEMISTRY I,CHEM,131L,GEN CHEM+LAB I
Dutchess,CHEM,122,GENERAL CHEM. II,CHEM,131L,GEN CHEM+LAB I
Dutchess,CHEM,122L,GEN CHEM LAB II,CHEM,114L,GEN CHEM LAB II
Dutchess,CHEM,2261,ORG CHEM I,CHEM,211L,ORGANIC CHEM I
Dutchess,CHEM,2262,ORG CHEM II,CHEM,212L,ORG CHEMISTRY II
Dutchess,CHEM,2263,ORG CHEM LAB,CHEM,213L,ORG CHEM LAB
Dutchess,CHEM,231,ORGANIC CHEM I,CHEM,211L,ORGANIC CHEM I
Dutchess,CHM,101,INTRO TO SOC WORK,SOCW,230L,INTRO TO SOC WORK
Dutchess,CHM,103,SOCIAL WORK ELECTIVE,SOCW,801N,SOCIAL WORK ELECTIVE
Dutchess,CHM,104,SOCIAL WORK ELECTIVE,SOCW,802N,SOCIAL WORK ELECTIVE
Dutchess,CHM,273,SOCIAL WORK ELECTIVE,SOCW,801N,SOCIAL WORK ELECTIVE
Dutchess,CHS,242,DRUG/ALCOHOL ABUSE,CRJU,242L,DRUG/ALCOHOL ABUS
Dutchess,CIM,103,GENERAL ELECTIVE,ELEC,806N,GENERAL ELECTIVE
Dutchess,CIM,202,GENERAL ELECTIVE,ELEC,805N,GENERAL ELECTIVE
Dutchess,CIM,202,GENERAL ELECTIVE,ELEC,804N,GENERAL ELECTIVE
Dutchess,CIM,204,GENERAL ELECTIVE,ELEC,805N,GENERAL ELECTIVE
Dutchess,CIM,204,GENERAL ELECTIVE,ELEC,805N,GENERAL ELECTIVE
Dutchess,CIS,12,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,CIS,100,GENERAL ELECTIVE,ELEC,801L,GENERAL ELECTIVE
Dutchess,CIS,105,GENERAL ELECTIVE,ELEC,802L,GENERAL ELECTIVE
Dutchess,CIS,107,IS ELECTIVE,IS,801L,IS ELECTIVE
Dutchess,CIS,107,CONDUCTING BUS ON THE INTERNET,IS,801L,IS ELECTIVE
Dutchess,CIS,108,INFO+COMP LITERACY,CSIS,103L,INFO+COMP LITERACY
Dutchess,CIS,109,CSIS ELECTIVE,CSIS,802L,COMPUTER STUDIES ELEC
Dutchess,CIS,111,COMPUTER SYSTEMS & APPLICATION,IS,130L,COMP STUD CONC
Dutchess,CIS,111,COMPUTER SYSTEMS & APPLICATION,ITS,130L,INFO TECH&SYS CONCEPTS
Dutchess,CIS,111,COMPUTER SYSTEMS & APPLICATION,CMPT,103L,TECNOLOGY FOR 21st CENTURU
Dutchess,CIS,111,TECHNOLOGY FOR 21st CENTURY,IS,130L,COMP STUD CONC
Dutchess,CIS,111,TECHNOLOGY FOR 21st CENTURY,CMPT,103L,TECNOLOGY FOR 21st CENTURU
Dutchess,CIS,111,TECHNOLOGY FOR 21st CENTURY,ITS,130L,INFO TECH&SYS CONCEPTS
Dutchess,CIS,111,INFO TECH&SYS CONCEPTS,IS,130L,COMP STUD CONC
Dutchess,CIS,111,INFO TECH&SYS CONCEPTS,ITS,130L,INFO TECH&SYS CONCEPTS
Dutchess,CIS,111,INFO TECH&SYS CONCEPTS,CMPT,103L,TECNOLOGY FOR 21st CENTURU
Dutchess,CIS,111,COMP STUD CONC,IS,130L,COMP STUD CONC
Dutchess,CIS,111,COMP STUD CONC,ITS,130L,INFO TECH&SYS CONCEPTS
Dutchess,CIS,111,COMP STUD CONC,CMPT,103L,TECNOLOGY FOR 21st CENTURU
Dutchess,CIS,112,COMPUTER PROGRAMMING I,IS,804L,INFO SYSTEMS ELECTIVE
Dutchess,CIS,112,IS ELECTIVE,IS,804L,INFO SYSTEMS ELECTIVE
Dutchess,CIS,112L,COMPUTER STUDIES ELECTIVE,CSIS,802L,COMPUTER STUDIES ELEC
Dutchess,CIS,112L,COMPUTER STUDIES ELEC,CSIS,802L,COMPUTER STUDIES ELEC
Dutchess,CIS,113,VISUAL BASIC PROG,IS,236L,PROB SOLVING-PROG
Dutchess,CIS,114,IS ELECTIVE,IS,801L,IS ELECTIVE
Dutchess,CIS,117,DATA COMMUNICATIONS,ITS,406N,DATA COMMUNICATIONS
Dutchess,CIS,120,COMPUTER BASED PUB,CSIS,801L,COMPUTER STUDIES ELEC
Dutchess,CIS,123,CMSC ELECTIVE,CMSC,801L,COMP SCI ELECTIVE
Dutchess,CIS,124,INFO SYSTEMS ELECTIVE,IS,805L,INFO SYSTEMS ELECTIVE
Dutchess,CIS,125,GENERAL ELECTIVE,ELEC,801L,GENERAL ELECTIVE
Dutchess,CIS,126,UNIX,ITS,312L,UNIX
Dutchess,CIS,126,UNIX/LINEX,IT,312L,UNIX
Dutchess,CIS,126,UNIX/LINEX,ITS,312L,UNIX
Dutchess,CIS,126,UNIX,IT,312L,UNIX
Dutchess,CIS,133,IS ELECTIVE,IS,803L,INFO SYSTEMS ELECTIVE
Dutchess,CIS,150,INFO TECHNOLOGY,IT,805L,INFO TECHNOLOGY
Dutchess,CIS,211,INFO SYSTEMS ELECTIVE,IS,804L,INFO SYSTEMS ELECTIVE
Dutchess,CIS,212,SYSTEMS ANALYSIS & DESIGN,CMPT,430L,TECHNOLOGY+ENTREPRENEURSHIP
Dutchess,CIS,212,SYSTEMS ANALYSIS & DESIGN,ITS,430L,SYSTMS ANLYS+DESGN
Dutchess,CIS,212,SYS ANALYSIS METH,CMPT,430L,TECHNOLOGY+ENTREPRENEURSHIP
Dutchess,CIS,212,SYS ANALYSIS METH,ITS,430L,SYSTMS ANLYS+DESGN
Dutchess,CIS,213,INFO+COMP LITERACY,CSIS,103L,INFO+COMP LITERACY
Dutchess,CIS,2130L,COMP STUD CONC,IS,130L,COMP STUD CONC
Dutchess,CIS,214,OBJ-ORNT PRG C++,CMSC,310L,OBJ-ORNT PRG C++
Dutchess,CIS,214L,OBJ ORNT PRG C++,CMSC,310L,OBJ-ORNT PRG C++
Dutchess,CIS,215,Internet Prog Java,CMSC,120L,COMPUTER SCI I
Dutchess,CIS,215,COMP SCI I,CMPT,220L,SOFTWARE DEVELOPMENT I
Dutchess,CIS,215,COMP SCI I,CMSC,120L,COMPUTER SCI I
Dutchess,CIS,215,Internet Prog Java,CMPT,220L,SOFTWARE DEVELOPMENT I
Dutchess,CIS,216,IT ELECTIVE,IT,801L,INFO TECHNOLOGY ELECTIVE
Dutchess,CIS,216,Unix/Linux,IT,801L,INFO TECHNOLOGY ELECTIVE
Dutchess,CIS,217,IT ELECTIVE,IT,801L,INFO TECHNOLOGY ELECTIVE
Dutchess,CIS,218,IT  ELECTIVE,IT,802L,INFO TECHNOLOGY ELECTIVE
Dutchess,CIS,223,COMP SCI ELECTIVE,CMSC,803L,COMP SCI ELECTIVE
Dutchess,CIS,226,IT ELECTIVE,IT,801L,INFO TECHNOLOGY ELECTIVE
Dutchess,CIS,227,ARCH HARDWARE+SFTWR,ITS,321L,ARCH HARDWARE+SFTWR
Dutchess,CIS,228,IT ELECTIVE,IT,802L,INFO TECHNOLOGY ELECTIVE
Dutchess,CIS,235,IT ELECTIVE,IT,802L,INFO TECHNOLOGY ELECTIVE
Dutchess,CIS,260,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,CIS,261,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,CIS,271,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,CIS,272,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,CIS,273,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,CIS,801,CIS ELECTIVE,CIS,801L,CIS ELECTIVE
Dutchess,CIS,901,COMP SCI ELECTIVE,CMSC,801L,COMP SCI ELECTIVE
Dutchess,CIS,901L,CIS COURSE,CIS,901L,CIS COURSE
Dutchess,CIS,909,IS ELECTIVE,IS,801L,IS ELECTIVE
Dutchess,CIS,911,IS ELECTIVE,IS,801L,IS ELECTIVE
Dutchess,CLP,101,EMPLOYMENT PRACT,CRDV,100N,EMPLOYMENT PRACT
Dutchess,CLP,101,EMPLOYMENT PRACT,CRDV,100N,EMPLOYMENT PRACT
Dutchess,CLP,101,EMPLOYMENT PRACT,CRDV,100N,EMPLOYMENT PRACT
Dutchess,CLP,101,EMPLOYMENT PRACT,CRDV,100N,EMPLOYMENT PRACT
Dutchess,CLS,213,COMP STUD CONC,IS,130L,COMP STUD CONC
Dutchess,CMH,101,INTRO TO SOC WORK,SOCW,230L,INTRO TO SOC WORK
Dutchess,CMH,102,SOCIAL WORK ELECTIVE,SOCW,801L,SOCIAL WORK ELECTIVE
Dutchess,CMH,103,SOCIAL WORK ELECTIVE,SOCW,801N,SOCIAL WORK ELECTIVE
Dutchess,CMH,104,SOCIAL WORK ELECTIVE,SOCW,803N,SOCIAL WORK ELECTIVE
Dutchess,CMH,104,SOCIAL WORK ELECTIVE,SOCW,802N,SOCIAL WORK ELECTIVE
Dutchess,CMH,201,SOC SERV THEO/PRA,SOCW,330L,SOC SERV THEO/PRA
Dutchess,CMH,203,SOCIAL WORK ELECTIVE,SOCW,801N,SOCIAL WORK ELECTIVE
Dutchess,CMH,204,SOCIAL WORK ELECTIVE,SOCW,801N,SOCIAL WORK ELECTIVE
Dutchess,CMH,273,SOCIAL WORK ELECTIVE,SOCW,801N,SOCIAL WORK ELECTIVE
Dutchess,CMSC,120L,COMPUTER SCI I,CMSC,120L,COMPUTER SCI I
Dutchess,CMSC,121L,COMPUTER SCI II,CMSC,121L,COMPUTER SCI II
Dutchess,CMSC,412L,ROBOTICS,CMSC,412L,ROBOTICS
Dutchess,CMSC,801L,COMPCI ELECTIVE,CMSC,801L,COMP SCI ELECTIVE
Dutchess,CMSC,802L,COMP SCI ELECTIVE,CMSC,802L,COMP SCI ELECTIVE
Dutchess,CO,140,Media and Society,COM,201L,COMMUNIC/SOCIETY
Dutchess,COL,100,STUDY SKILL ELECT,LERN,801L,STUDY SKILL ELECT
Dutchess,COM,100,COMM ELECTIVE,COM,801L,COMM ELECTIVE
Dutchess,COM,101,COMM PRINCIPLES,COM,102L,INTRO TO COMM
Dutchess,COM,101,Intro Comm Media,COM,100L,COMM PRINCIPLES
Dutchess,COM,101,Intro Comm Media,COM,102L,INTRO TO COMM
Dutchess,COM,101,COMM PRINCIPLES,COM,100L,COMM PRINCIPLES
Dutchess,COM,102,COM ELECTIVE,COM,805L,COMM ELECTIVE
Dutchess,COM,103,COMM COURSE,COM,901L,COMM COURSE
Dutchess,COM,104,COMM COURSE,COM,901L,COMM COURSE
Dutchess,COM,110,VIDEO PRODUCTION,COM,287L,TV PRODUCTION
Dutchess,COM,110,VIDEO PRODUCTION,MDIA,203L,VIDEO PRODUCTION
Dutchess,COM,110,TV PRODUCTION,COM,287L,TV PRODUCTION
Dutchess,COM,110,TV PRODUCTION,MDIA,203L,VIDEO PRODUCTION
Dutchess,COM,120,INTRO MEDIA WRITING,COM,289L,WRIT FOR MEDIA
Dutchess,COM,120,WRIT FOR MEDIA,MDIA,201L,WRITING FOR MEDIA
Dutchess,COM,120,INTRO MEDIA WRITING,MDIA,201L,WRITING FOR MEDIA
Dutchess,COM,120,WRIT FOR MEDIA,COM,289L,WRIT FOR MEDIA
Dutchess,COM,140,MEDIA AND SOCIETY,COM,201L,COMMUNIC/SOCIETY
Dutchess,COM,201,COM ELECTIVE,COM,802L,COMM ELECTIVE
Dutchess,COM,201L,COMMUNIC/SOCIETY,COM,201L,COMMUNIC/SOCIETY
Dutchess,COM,202,COM ELECTIVE,COM,803L,COMM ELECTIVE
Dutchess,COM,203,COMM PRINCIPLES,COM,100L,COMM PRINCIPLES
Dutchess,COM,207,ART OF FILM,COM,286L,ART OF FILM
Dutchess,COM,210,COMM COURSE,COM,901L,COMM COURSE
Dutchess,COM,211,COM COURSE,COM,901L,COMM COURSE
Dutchess,COM,220,MEDIA PERFORM TECH,COM,396N,MEDIA PERFORM TECH
Dutchess,COM,221,MEDIA STRARGS FOR PUBL RELATNS,COM,901L,COMM COURSE
Dutchess,COM,231,GENERAL ELECTIVE,ELEC,801N,GENERAL ELECTIVE
Dutchess,COM,232,GENERAL ELECTIVE,ELEC,802N,GENERAL ELECTIVE
Dutchess,COM,233,AUDIO FOR MEDIA,COM,387N,AUDIO FOR MEDIA
Dutchess,COM,234,COMM ELECTIVE,COM,803L,COMM ELECTIVE
Dutchess,COM,235,COMM ELECTIVE,COM,803L,COMM ELECTIVE
Dutchess,COM,240,BROADCASTING,COM,285L,BROADCASTING
Dutchess,COM,243,WORLD FILM,ART,901L,ART COURSE
Dutchess,COM,244,SCREENWRITING,COM,321L,SCREENWRITING
Dutchess,COM,244,SCREENWRITING,MDIA,301L,SCREENWRITING FILM TV
Dutchess,COM,245,SCREENWRITING,COM,321L,SCREENWRITING
Dutchess,COM,246,American Cinema,MDIA,901L,MEDIA STUDIES/PROD COURSE
Dutchess,COM,249,TV PRODUCTION,COM,287L,TV PRODUCTION
Dutchess,COM,250,ADV TV PRODUCTION,COM,393N,ADV TV PRODUCTION
Dutchess,COM,262,ADV TV PRODUCTION,COM,393N,ADV TV PRODUCTION
Dutchess,COM,263,COMM ELECTIVE,COM,802N,COMM ELECTIVE
Dutchess,COM,906,COMM ELECTIVE,COM,802L,COMM ELECTIVE
Dutchess,COM,907,COMM ELECTIVE,COM,801N,COMM ELECTIVE
Dutchess,COM,908,SCREENWRITING,COM,321L,SCREENWRITING
Dutchess,CONS,150,GENERAL ELECTIVE,ELEC,802L,GENERAL ELECTIVE
Dutchess,CPS,100,COMPUTING STUD SEM,CMSC,110L,COMPUTING STUD SEM
Dutchess,CPS,121,COMP SCI ELECTIVE,CMSC,801L,COMP SCI ELECTIVE
Dutchess,CPS,123,COMP SCI ELECTIVE,CMSC,802L,COMP SCI ELECTIVE
Dutchess,CPS,131,COMP SCI ELECTIVE,CMSC,801L,COMP SCI ELECTIVE
Dutchess,CPS,141,Intro Comp Sci Prog,CMSC,901L,COMP SCI COURSE
Dutchess,CPS,141,Intro Comp Sci Prog,CMPT,120L,INTRO TO PROGRAMMING
Dutchess,CPS,141,CMSC COURSE,CMPT,120L,INTRO TO PROGRAMMING
Dutchess,CPS,141,CMSC COURSE,CMSC,901L,COMP SCI COURSE
Dutchess,CPS,142,CMSC COURSE,CMSC,902L,COMP SCI COURSE
Dutchess,CPS,231,Data Structures,CMPT,220L,SOFTWARE DEVELOPMENT I
Dutchess,CPS,231,Data Structures,CMSC,120L,COMPUTER SCI I
Dutchess,CPS,231,COMPUTER SCI I,CMPT,220L,SOFTWARE DEVELOPMENT I
Dutchess,CPS,231,COMPUTER SCI I,CMSC,120L,COMPUTER SCI I
Dutchess,CPS,271,CMSC ELECTIVES,CMSC,801L,COMP SCI ELECTIVE
Dutchess,CPS,272,CMSC ELECTIVES,CMSC,802L,COMP SCI ELECTIVE
Dutchess,CRJ,100,CRIM JUST ELECT,CRJU,801L,CRIM JUST ELECT
Dutchess,CRJ,101,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,CRJ,107,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,CRJ,141,INTRO CRIM JUST,CRJU,101L,INTRO CRIM JUST
Dutchess,CRJ,144,JUV JUST SYST,CRJU,305L,JUV JUST SYST
Dutchess,CRJ,201,CRIM JUS ORG&ADM,CRJU,301N,CRIM JUS ORG&ADM
Dutchess,CRJ,205,GENERAL ELECTIVE,ELEC,801L,GENERAL ELECTIVE
Dutchess,CRJ,206,CRIM & SCI INVEST,CRJU,206N,CRIM & SCI INVEST
Dutchess,CRJ,261,CRJU ELECTIVE,CRJU,806L,CRIM JUST ELECTIVE
Dutchess,CRJ,263,CRIM PROC II,CRJU,304L,CRIM PROCEDR II
Dutchess,CRJ,264,CRIM PROC I,CRJU,303L,CRIM PROC I:NYS PENAL CODE
Dutchess,CRJ,265,US COURTS,CRJU,250L,US COURTS
Dutchess,CRJ,266,CRIM JUST COURSE,CRJU,901L,CRIM JUST COURSE
Dutchess,CRJ,271,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,CSM,90,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,CSM,93,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,CSM,94,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,CSS,71,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,CSS,72,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,CSS,73,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,CSS,95,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,CSS,97,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,DAC,101,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,DAC,102,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,DAC,201,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,DAC,202,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,DAC,203,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,DAC,204,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,DAN,101,INTRO TO DANCE,PHED,106N,INTRO TO DANCE
Dutchess,DAN,102,BEG CLASS BALLET,PHED,105N,BEG CLASS BALLET
Dutchess,DAN,104,MODERN DANCE I,PHED,128N,MODERN DANCE I
Dutchess,DAN,106,PHED ED COURSE,PHED,800N,PHED ELECTIVE
Dutchess,DAN,107,PHED ELECTIVE,PHED,800N,PHED ELECTIVE
Dutchess,DAN,108,MUSIC COURSE,MUS,901L,MUSIC COURSE
Dutchess,DAN,146,Performance & Applied Dance,PHED,802N,PHYS ED ELECTIVE
Dutchess,DAN,147,PHYS ED ELECTIVE,PHED,801N,PHYS ED ELECTIVE
Dutchess,DAN,246,PHYS ED ELECTIVE,PHED,805N,PHYS ED ELECTIVE
Dutchess,DAN,247,PHYS ED ELECTIVE,PHED,804N,PHYS ED ELECTIVE
Dutchess,DAN,901,Choreography & Composition,PHED,803N,PHYS ED ELECTIVE
Dutchess,DAP,111,IS ELECTIVE,IS,801L,IS ELECTIVE
Dutchess,DAP,112,COMPUTER STUDIES ELEC,CSIS,801L,COMPUTER STUDIES ELEC
Dutchess,DAP,123,INFO SYSTEMS ELECTIVE,IS,803L,INFO SYSTEMS ELECTIVE
Dutchess,DAP,124,INFO SYSTEMS ELECTIVE,IS,806L,INFO SYSTEMS ELECTIVE
Dutchess,DAP,211,COMP SCI ELECTIVE,CMSC,802L,COMP SCI ELECTIVE
Dutchess,DAP,212,INFO SYSTEMS ELECTIVE,IS,802L,INFO SYSTEMS ELECTIVE
Dutchess,DAP,223,COMP SCI ELECTIVE,CMSC,804L,COMP SCI ELECTIVE
Dutchess,DAP,227,COMP SCI ELECTIVE,CMSC,805L,COMP SCI ELECTIVE
Dutchess,DAP,802,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,DAT,124,COMP SCI ELECTIVE,CMSC,805L,COMP SCI ELECTIVE
Dutchess,DCAN,108,MUSIC COURSE,MUS,901L,MUSIC COURSE
Dutchess,DNY,1000,GENERAL ELECTIVE,ELEC,801L,GENERAL ELECTIVE
Dutchess,DTN,101,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,DTN,102,TOPICS IN NUTRITION,BIOL,225L,TOPICS IN NUTRITION
Dutchess,DTN,103,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,DTN,201,GENERAL ELECTIVE,ELEC,801L,GENERAL ELECTIVE
Dutchess,DTN,202,GENERAL ELECTIVE,ELEC,802L,GENERAL ELECTIVE
Dutchess,DTN,203,GENERAL ELECTIVE,ELEC,803L,GENERAL ELECTIVE
Dutchess,DTN,204,GENERAL ELECTIVE,ELEC,804L,GENERAL ELECTIVE
Dutchess,DTN,205,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,ECH,101,EDUC ELECTIVE,EDUC,801L,EDUC ELECTIVE
Dutchess,ECH,102,EDUC ELECTIVE,EDUC,802L,EDUC ELECTIVE
Dutchess,ECH,103,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,ECH,104,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,ECH,106,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,ECH,107,EDUC ELECTIVE,EDUC,803L,EDUC ELECTIVE
Dutchess,ECH,108,EDUC ELECTIVE,EDUC,804L,EDUC ELECTIVE
Dutchess,ECH,111,GENERAL ELECTIVE,ELEC,801L,GENERAL ELECTIVE
Dutchess,ECH,112,GEN ELECTIVE,ELEC,801L,GENERAL ELECTIVE
Dutchess,ECH,120,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,ECH,121,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,ECH,203,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,ECH,204,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,ECH,205,EDUC ELECTIVE,EDUC,805L,EDUC ELECTIVE
Dutchess,ECH,206,EDUC ELECTIVE,EDUC,800N,EDUCATION ELECTIVE
Dutchess,ECH,211,NON-TRANSFERABLE COURSE,REG,800L,NON-TRANSFERABLE COURSE
Dutchess,ECH,214,EDUC ELECTIVE,EDUC,801N,EDUCATION ELECTIVE
Dutchess,ECH,254,GENERAL ELECTIVE,ELEC,803L,GENERAL ELECTIVE
Dutchess,ECN,105,ECON-SOCIAL ISSUES,ECON,150L,ECON-SOCIAL ISSUES
Dutchess,ECO,102,PRINC MACROECONOM,ECON,101L,PRINC MACROECONOM
Dutchess,ECO,105,ECON-SOCIAL ISSUES,ECON,150L,ECON-SOCIAL ISSUES
Dutchess,ECO,106,PRINC MICROECONOM,ECON,102L,PRINC MICROECONOM
Dutchess,ECO,111,ECONOMICS COURSE,ECON,901L,ECONOMICS COURSE
Dutchess,ECO,115,ECON-SOCIAL ISSUES,ECON,150L,ECON-SOCIAL ISSUES
Dutchess,ECO,121,ENVIRON ECONOMICS,ECON,305L,ENVIRON ECONOMICS
Dutchess,ECO,201,PRINC MICROECONOM,ECON,102L,PRINC MICROECONOM
Dutchess,ECO,201,PRINC MICROECONOM,ECON,103L,PRINC MICROECONOM
Dutchess,ECO,201,PRINC MICROECONOM,ECON,103L,PRINC MICROECONOM
Dutchess,ECO,201,PRINC MICROECONOM,ECON,102L,PRINC MICROECONOM
Dutchess,ECO,202,PRINC MACROECONOM,ECON,104L,PRINC MACROECONOM
Dutchess,ECO,202,PRINC MACROECONOM,ECON,101L,PRINC MACROECONOM
